,0,1,2,3,4,5,6,7,8
95.3,Blake Bortles,San Francisco 49ers,Royce Freeman,Jalen Richard,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Jared Cook
95.3,Sam Bradford,Oakland Raiders,Jalen Richard,Corey Grant,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Jared Cook
95.3,Sam Bradford,Oakland Raiders,T.J. Yeldon,James White,Pierre Garcon,Kenny Golladay,Amari Cooper,Ricky Seals-Jones,Tyler Higbee
95.2,Tom Brady,New England Patriots,Royce Freeman,Alfred Morris,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Austin Seferian-Jenkins,Tyler Higbee
95.2,Sam Bradford,San Francisco 49ers,T.J. Yeldon,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Jeff Heuerman
95.2,Sam Bradford,San Francisco 49ers,Jalen Richard,Theo Riddick,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Chris Hogan,Jared Cook
95.1,Blake Bortles,Detroit Lions,Royce Freeman,Jalen Richard,Theo Riddick,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Jeff Heuerman
95.1,Tom Brady,Detroit Lions,Alfred Morris,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Austin Seferian-Jenkins,Jeff Heuerman
95.1,Blake Bortles,Detroit Lions,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Tyler Higbee
95.0,Blake Bortles,San Francisco 49ers,Matt Breida,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins,Tyler Higbee
95.0,Jared Goff,Jacksonville Jaguars,Matt Breida,Theo Riddick,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Jeff Heuerman
95.0,Tom Brady,New England Patriots,Jalen Richard,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Golden Tate,Kenny Golladay,Austin Seferian-Jenkins
94.9,Blake Bortles,San Francisco 49ers,Jalen Richard,Alfred Morris,Corey Grant,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,George Kittle
94.9,Matthew Stafford,Los Angeles Rams,Marshawn Lynch,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman,Tyler Higbee
94.9,Case Keenum,Detroit Lions,Theo Riddick,James White,Pierre Garcon,Cooper Kupp,Robert Woods,Kenny Golladay,Tyler Higbee
94.8,Blake Bortles,Detroit Lions,Jalen Richard,Alfred Morris,Corey Grant,Pierre Garcon,Robert Woods,Demaryius Thomas,Ricky Seals-Jones
94.8,Matthew Stafford,Jacksonville Jaguars,Theo Riddick,James White,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Jared Cook,Tyler Higbee
94.8,Tom Brady,Detroit Lions,Phillip Lindsay,Corey Grant,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Kenny Golladay,Jeff Heuerman
94.7,Sam Bradford,San Francisco 49ers,Jalen Richard,Phillip Lindsay,James White,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Ricky Seals-Jones
94.7,Blake Bortles,Arizona Cardinals,Royce Freeman,Theo Riddick,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Tyler Higbee
94.7,Jimmy Garoppolo,Detroit Lions,Royce Freeman,Jalen Richard,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Jared Cook,Tyler Higbee
94.6,Case Keenum,Detroit Lions,Royce Freeman,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Austin Seferian-Jenkins,Jeff Heuerman
94.6,Matthew Stafford,New England Patriots,Alfred Morris,Phillip Lindsay,Theo Riddick,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Tyler Higbee
94.6,Blake Bortles,San Francisco 49ers,Jalen Richard,Corey Grant,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Amari Cooper,Jared Cook
94.5,Tom Brady,Arizona Cardinals,Jalen Richard,James White,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Austin Seferian-Jenkins,Tyler Higbee
94.5,Tom Brady,Arizona Cardinals,Jalen Richard,Alfred Morris,Phillip Lindsay,Larry Fitzgerald,Golden Tate,Kenny Golladay,Jeff Heuerman
94.5,Jared Goff,Los Angeles Rams,Phillip Lindsay,Corey Grant,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Tyler Higbee
94.4,Blake Bortles,Los Angeles Rams,Marshawn Lynch,Phillip Lindsay,Pierre Garcon,Kenny Golladay,Amari Cooper,Jeff Heuerman,George Kittle
94.4,Jimmy Garoppolo,Jacksonville Jaguars,T.J. Yeldon,Jalen Richard,Corey Grant,Pierre Garcon,Kenny Golladay,Amari Cooper,Jeff Heuerman
94.4,Case Keenum,Arizona Cardinals,Theo Riddick,Corey Grant,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Kenny Golladay,Jeff Heuerman
94.3,Case Keenum,Los Angeles Rams,Theo Riddick,James White,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jeff Heuerman,Tyler Higbee
94.3,Jimmy Garoppolo,Detroit Lions,T.J. Yeldon,Jalen Richard,Corey Grant,Pierre Garcon,Kenny Golladay,Amari Cooper,Jeff Heuerman
94.3,Jared Goff,Los Angeles Rams,Phillip Lindsay,Corey Grant,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Tyler Higbee
94.2,Jared Goff,Los Angeles Rams,Jalen Richard,Theo Riddick,Pierre Garcon,Chris Hogan,Demaryius Thomas,Austin Seferian-Jenkins,Jared Cook
94.2,Tom Brady,Arizona Cardinals,Jalen Richard,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Jared Cook
94.2,Sam Bradford,San Francisco 49ers,Phillip Lindsay,Corey Grant,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,George Kittle
94.1,Case Keenum,San Francisco 49ers,Phillip Lindsay,Corey Grant,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Jared Cook
94.1,Blake Bortles,Detroit Lions,Royce Freeman,Jalen Richard,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Jeff Heuerman
94.1,Blake Bortles,Detroit Lions,Jalen Richard,Corey Grant,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Austin Seferian-Jenkins,George Kittle
94.0,Matthew Stafford,Jacksonville Jaguars,Phillip Lindsay,Corey Grant,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
94.0,Blake Bortles,Oakland Raiders,Jalen Richard,Phillip Lindsay,Theo Riddick,Pierre Garcon,Demaryius Thomas,Kenny Golladay,George Kittle
94.0,Sam Bradford,Oakland Raiders,Marshawn Lynch,Matt Breida,Larry Fitzgerald,Emmanuel Sanders,Chris Hogan,Austin Seferian-Jenkins,Jeff Heuerman
93.9,Blake Bortles,Los Angeles Rams,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Jeff Heuerman,George Kittle
93.9,Blake Bortles,Oakland Raiders,Jalen Richard,Alfred Morris,Phillip Lindsay,Cooper Kupp,Robert Woods,Kenny Golladay,George Kittle
93.9,Sam Bradford,Oakland Raiders,Theo Riddick,Corey Grant,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Amari Cooper,Tyler Higbee
93.8,Blake Bortles,New England Patriots,Jalen Richard,Alfred Morris,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Austin Seferian-Jenkins,Tyler Higbee
93.8,Tom Brady,New England Patriots,Jalen Richard,Corey Grant,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
93.8,Jimmy Garoppolo,Oakland Raiders,Jalen Richard,Phillip Lindsay,James White,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Jeff Heuerman
93.7,Case Keenum,San Francisco 49ers,Jalen Richard,Alfred Morris,Larry Fitzgerald,Emmanuel Sanders,Demaryius Thomas,Austin Seferian-Jenkins,Tyler Higbee
93.7,Case Keenum,Denver Broncos,Jalen Richard,Phillip Lindsay,Corey Grant,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Austin Seferian-Jenkins
93.7,Blake Bortles,New England Patriots,Jalen Richard,Corey Grant,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Ricky Seals-Jones
93.6,Blake Bortles,Oakland Raiders,Alfred Morris,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Jeff Heuerman
93.6,Case Keenum,San Francisco 49ers,Jalen Richard,Alfred Morris,Phillip Lindsay,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,Jeff Heuerman
93.6,Tom Brady,Los Angeles Rams,Royce Freeman,Phillip Lindsay,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Jeff Heuerman,Tyler Higbee
93.5,Sam Bradford,Oakland Raiders,Phillip Lindsay,Corey Grant,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Ricky Seals-Jones
93.5,Blake Bortles,Oakland Raiders,Jalen Richard,Theo Riddick,Corey Grant,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Ricky Seals-Jones
93.5,Jimmy Garoppolo,Jacksonville Jaguars,Royce Freeman,Jalen Richard,Pierre Garcon,Robert Woods,Demaryius Thomas,Ricky Seals-Jones,Tyler Higbee
93.4,Case Keenum,Detroit Lions,Jalen Richard,Corey Grant,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Austin Seferian-Jenkins,Ricky Seals-Jones
93.4,Sam Bradford,San Francisco 49ers,Jalen Richard,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Tyler Higbee
93.4,Blake Bortles,Oakland Raiders,Royce Freeman,Phillip Lindsay,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Tyler Higbee
93.3,Matthew Stafford,New England Patriots,T.J. Yeldon,Jalen Richard,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Jeff Heuerman,Tyler Higbee
93.3,Jimmy Garoppolo,Los Angeles Rams,Jalen Richard,Phillip Lindsay,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Tyler Higbee
93.3,Jimmy Garoppolo,Detroit Lions,Jalen Richard,Theo Riddick,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Tyler Higbee
93.2,Blake Bortles,New England Patriots,Jalen Richard,James White,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Tyler Higbee
93.2,Matthew Stafford,New England Patriots,Marshawn Lynch,Matt Breida,Pierre Garcon,Kenny Golladay,Amari Cooper,Jared Cook,Tyler Higbee
93.2,Case Keenum,Denver Broncos,Royce Freeman,Jalen Richard,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Tyler Higbee
93.1,Matthew Stafford,Jacksonville Jaguars,Theo Riddick,Corey Grant,Pierre Garcon,Cooper Kupp,Robert Woods,Kenny Golladay,Jeff Heuerman
93.1,Blake Bortles,Oakland Raiders,Royce Freeman,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Austin Seferian-Jenkins,Jeff Heuerman
93.1,Case Keenum,San Francisco 49ers,Jalen Richard,Alfred Morris,Phillip Lindsay,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Jeff Heuerman
93.0,Case Keenum,Arizona Cardinals,Jalen Richard,Alfred Morris,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Tyler Higbee
93.0,Case Keenum,Jacksonville Jaguars,Phillip Lindsay,Theo Riddick,Corey Grant,Pierre Garcon,Cooper Kupp,Kenny Golladay,Austin Seferian-Jenkins
93.0,Jimmy Garoppolo,Oakland Raiders,Jalen Richard,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Kenny Golladay,Austin Seferian-Jenkins,Ricky Seals-Jones
92.9,Case Keenum,Jacksonville Jaguars,Jalen Richard,Alfred Morris,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Amari Cooper,Tyler Higbee
92.9,Jimmy Garoppolo,Arizona Cardinals,Jalen Richard,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Jeff Heuerman,George Kittle
92.9,Sam Bradford,Oakland Raiders,Jalen Richard,Corey Grant,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Golden Tate,Jeff Heuerman
92.8,Matthew Stafford,Detroit Lions,Marshawn Lynch,Phillip Lindsay,Pierre Garcon,Chris Hogan,Kenny Golladay,Ricky Seals-Jones,Tyler Higbee
92.8,Sam Bradford,Oakland Raiders,T.J. Yeldon,Theo Riddick,Corey Grant,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Tyler Higbee
92.8,Case Keenum,San Francisco 49ers,Jalen Richard,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Kenny Golladay,Tyler Higbee
92.7,Case Keenum,Arizona Cardinals,Phillip Lindsay,Corey Grant,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Tyler Higbee
92.7,Matthew Stafford,Los Angeles Rams,Marshawn Lynch,Phillip Lindsay,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Jeff Heuerman,Tyler Higbee
92.7,Blake Bortles,New England Patriots,Jalen Richard,Phillip Lindsay,James White,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Jeff Heuerman
92.6,Blake Bortles,Arizona Cardinals,Theo Riddick,Corey Grant,Larry Fitzgerald,Marvin Jones Jr.,Emmanuel Sanders,Ricky Seals-Jones,Tyler Higbee
92.6,Tom Brady,Detroit Lions,Jalen Richard,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Golden Tate,Amari Cooper,Tyler Higbee
92.6,Sam Bradford,Oakland Raiders,Theo Riddick,Corey Grant,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Jeff Heuerman
92.5,Blake Bortles,Arizona Cardinals,Phillip Lindsay,Theo Riddick,Corey Grant,Pierre Garcon,Kenny Golladay,Amari Cooper,Austin Seferian-Jenkins
92.5,Case Keenum,Arizona Cardinals,Phillip Lindsay,Corey Grant,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
92.5,Jared Goff,Los Angeles Rams,Jalen Richard,James White,Larry Fitzgerald,Emmanuel Sanders,Golden Tate,Jeff Heuerman,Tyler Higbee
92.4,Case Keenum,Arizona Cardinals,Theo Riddick,Corey Grant,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Tyler Higbee
92.4,Blake Bortles,Oakland Raiders,Jalen Richard,Phillip Lindsay,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Jared Cook,George Kittle
92.4,Matthew Stafford,New England Patriots,Royce Freeman,Jalen Richard,Theo Riddick,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Tyler Higbee
92.3,Tom Brady,Denver Broncos,Jalen Richard,Phillip Lindsay,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Austin Seferian-Jenkins,Jeff Heuerman
92.3,Tom Brady,Denver Broncos,Jalen Richard,Alfred Morris,Corey Grant,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Jeff Heuerman
92.3,Jimmy Garoppolo,Detroit Lions,Jalen Richard,Theo Riddick,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Tyler Higbee
92.2,Matthew Stafford,Los Angeles Rams,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Jared Cook,Tyler Higbee
92.2,Tom Brady,Denver Broncos,Jalen Richard,Alfred Morris,Phillip Lindsay,Pierre Garcon,Kenny Golladay,Amari Cooper,Jeff Heuerman
92.2,Sam Bradford,Oakland Raiders,Jalen Richard,Phillip Lindsay,Pierre Garcon,Marvin Jones Jr.,Emmanuel Sanders,Chris Hogan,Tyler Higbee
92.1,Matthew Stafford,Detroit Lions,Jalen Richard,Theo Riddick,Corey Grant,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman
92.1,Blake Bortles,New England Patriots,Phillip Lindsay,Corey Grant,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Kenny Golladay,Jeff Heuerman
92.1,Sam Bradford,San Francisco 49ers,T.J. Yeldon,Theo Riddick,Larry Fitzgerald,Cooper Kupp,Emmanuel Sanders,Jeff Heuerman,Tyler Higbee
92.0,Blake Bortles,Arizona Cardinals,Theo Riddick,Corey Grant,Larry Fitzgerald,Golden Tate,Demaryius Thomas,Austin Seferian-Jenkins,Tyler Higbee
92.0,Blake Bortles,New England Patriots,Jalen Richard,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Kenny Golladay,Tyler Higbee
92.0,Tom Brady,Detroit Lions,Jalen Richard,Phillip Lindsay,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Tyler Higbee
91.9,Sam Bradford,Oakland Raiders,Marshawn Lynch,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Tyler Higbee
91.9,Jimmy Garoppolo,Jacksonville Jaguars,Royce Freeman,Jalen Richard,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Kenny Golladay,Tyler Higbee
91.9,Sam Bradford,Oakland Raiders,T.J. Yeldon,Theo Riddick,Pierre Garcon,Kenny Golladay,Amari Cooper,Jared Cook,Tyler Higbee
91.8,Blake Bortles,Detroit Lions,Jalen Richard,Alfred Morris,Corey Grant,Pierre Garcon,Kenny Golladay,Amari Cooper,Jared Cook
91.8,Case Keenum,Denver Broncos,Jalen Richard,Theo Riddick,Larry Fitzgerald,Pierre Garcon,Demaryius Thomas,Austin Seferian-Jenkins,Jeff Heuerman
91.8,Sam Bradford,San Francisco 49ers,Marshawn Lynch,Phillip Lindsay,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Jeff Heuerman
91.7,Case Keenum,Denver Broncos,Jalen Richard,Theo Riddick,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Jeff Heuerman
91.7,Sam Bradford,Oakland Raiders,Jalen Richard,Theo Riddick,Corey Grant,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Jared Cook
91.7,Jimmy Garoppolo,Oakland Raiders,Jalen Richard,Theo Riddick,Larry Fitzgerald,Cooper Kupp,Golden Tate,Austin Seferian-Jenkins,Tyler Higbee
91.6,Blake Bortles,Oakland Raiders,Jalen Richard,Theo Riddick,Pierre Garcon,Robert Woods,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
91.6,Jimmy Garoppolo,Jacksonville Jaguars,Jalen Richard,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Emmanuel Sanders,Robert Woods,Tyler Higbee
91.6,Blake Bortles,Detroit Lions,Jalen Richard,Alfred Morris,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Jared Cook,Tyler Higbee
91.5,Jared Goff,Jacksonville Jaguars,Jalen Richard,Alfred Morris,Corey Grant,Larry Fitzgerald,Golden Tate,Kenny Golladay,Jeff Heuerman
91.5,Jared Goff,Jacksonville Jaguars,Jalen Richard,Theo Riddick,Pierre Garcon,Cooper Kupp,Robert Woods,Kenny Golladay,Jeff Heuerman
91.5,Case Keenum,Arizona Cardinals,Marshawn Lynch,Matt Breida,Cooper Kupp,Robert Woods,Kenny Golladay,Jared Cook,Tyler Higbee
91.4,Jared Goff,Jacksonville Jaguars,Royce Freeman,Jalen Richard,Pierre Garcon,Robert Woods,Kenny Golladay,Jeff Heuerman,George Kittle
91.4,Jared Goff,Jacksonville Jaguars,Jalen Richard,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Jeff Heuerman
91.4,Case Keenum,Arizona Cardinals,Phillip Lindsay,Theo Riddick,Corey Grant,Larry Fitzgerald,Golden Tate,Kenny Golladay,Tyler Higbee
91.3,Blake Bortles,Detroit Lions,Jalen Richard,Alfred Morris,Pierre Garcon,Chris Hogan,Demaryius Thomas,Ricky Seals-Jones,Tyler Higbee
91.3,Case Keenum,Arizona Cardinals,Theo Riddick,Corey Grant,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Tyler Higbee
91.3,Jimmy Garoppolo,Oakland Raiders,Royce Freeman,Jalen Richard,Theo Riddick,Pierre Garcon,Kenny Golladay,Amari Cooper,Tyler Higbee
91.2,Matthew Stafford,Jacksonville Jaguars,Theo Riddick,Corey Grant,Larry Fitzgerald,Pierre Garcon,Amari Cooper,Jared Cook,Tyler Higbee
91.2,Sam Bradford,San Francisco 49ers,Jalen Richard,Corey Grant,Larry Fitzgerald,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Jeff Heuerman
91.2,Case Keenum,Denver Broncos,Jalen Richard,Phillip Lindsay,Theo Riddick,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Jeff Heuerman
91.1,Sam Bradford,Oakland Raiders,Jalen Richard,Phillip Lindsay,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Amari Cooper,Jeff Heuerman
91.1,Blake Bortles,San Francisco 49ers,Jalen Richard,James White,Larry Fitzgerald,Cooper Kupp,Golden Tate,Jared Cook,Tyler Higbee
91.1,Blake Bortles,Oakland Raiders,Jalen Richard,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Jared Cook
91.0,Blake Bortles,San Francisco 49ers,Jalen Richard,Corey Grant,Pierre Garcon,Cooper Kupp,Emmanuel Sanders,Austin Seferian-Jenkins,Jared Cook
91.0,Sam Bradford,San Francisco 49ers,Jalen Richard,Theo Riddick,Corey Grant,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Ricky Seals-Jones
91.0,Case Keenum,San Francisco 49ers,Jalen Richard,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Tyler Higbee
90.9,Blake Bortles,Arizona Cardinals,Theo Riddick,Corey Grant,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Tyler Higbee
90.9,Jimmy Garoppolo,Oakland Raiders,Jalen Richard,Theo Riddick,Corey Grant,Marvin Jones Jr.,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman
90.9,Sam Bradford,San Francisco 49ers,T.J. Yeldon,Theo Riddick,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Jeff Heuerman,Tyler Higbee
90.8,Blake Bortles,New England Patriots,Phillip Lindsay,Theo Riddick,Corey Grant,Pierre Garcon,Kenny Golladay,Amari Cooper,Jared Cook
90.8,Blake Bortles,San Francisco 49ers,Theo Riddick,James White,Larry Fitzgerald,Pierre Garcon,Kenny Golladay,Jared Cook,Tyler Higbee
90.8,Jimmy Garoppolo,Detroit Lions,Jalen Richard,Corey Grant,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Tyler Higbee
90.7,Case Keenum,Denver Broncos,Jalen Richard,Theo Riddick,Corey Grant,Pierre Garcon,Emmanuel Sanders,Demaryius Thomas,Jeff Heuerman
90.7,Case Keenum,San Francisco 49ers,T.J. Yeldon,Jalen Richard,Pierre Garcon,Chris Hogan,Demaryius Thomas,Jeff Heuerman,Tyler Higbee
90.7,Blake Bortles,Oakland Raiders,Jalen Richard,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Robert Woods,Kenny Golladay,Tyler Higbee
90.6,Sam Bradford,Oakland Raiders,Theo Riddick,Corey Grant,Larry Fitzgerald,Pierre Garcon,Chris Hogan,Kenny Golladay,Tyler Higbee
90.6,Jimmy Garoppolo,Oakland Raiders,Jalen Richard,Theo Riddick,Corey Grant,Cooper Kupp,Robert Woods,Kenny Golladay,Austin Seferian-Jenkins
90.6,Case Keenum,Denver Broncos,Jalen Richard,Phillip Lindsay,Pierre Garcon,Emmanuel Sanders,Kenny Golladay,Ricky Seals-Jones,Tyler Higbee
90.5,Blake Bortles,Detroit Lions,Jalen Richard,Corey Grant,Larry Fitzgerald,Pierre Garcon,Golden Tate,Austin Seferian-Jenkins,Tyler Higbee
90.5,Blake Bortles,San Francisco 49ers,Jalen Richard,Phillip Lindsay,Pierre Garcon,Cooper Kupp,Chris Hogan,Kenny Golladay,Jeff Heuerman
90.5,Sam Bradford,San Francisco 49ers,Jalen Richard,Alfred Morris,Corey Grant,Pierre Garcon,Kenny Golladay,Amari Cooper,Austin Seferian-Jenkins
90.4,Sam Bradford,Oakland Raiders,Phillip Lindsay,Theo Riddick,Pierre Garcon,Cooper Kupp,Robert Woods,Kenny Golladay,Tyler Higbee
90.4,Jimmy Garoppolo,Arizona Cardinals,Jalen Richard,Phillip Lindsay,Corey Grant,Larry Fitzgerald,Chris Hogan,Demaryius Thomas,Tyler Higbee
90.4,Case Keenum,Jacksonville Jaguars,Jalen Richard,Corey Grant,Cooper Kupp,Robert Woods,Kenny Golladay,Jared Cook,George Kittle
90.3,Sam Bradford,San Francisco 49ers,Jalen Richard,Alfred Morris,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Jeff Heuerman
90.3,Blake Bortles,Detroit Lions,Phillip Lindsay,Theo Riddick,Corey Grant,Pierre Garcon,Emmanuel Sanders,Chris Hogan,Jeff Heuerman
90.3,Jared Goff,Jacksonville Jaguars,Jalen Richard,Phillip Lindsay,Emmanuel Sanders,Chris Hogan,Demaryius Thomas,Austin Seferian-Jenkins,Tyler Higbee
90.2,Blake Bortles,San Francisco 49ers,Jalen Richard,James White,Pierre Garcon,Robert Woods,Demaryius Thomas,Austin Seferian-Jenkins,Tyler Higbee
90.2,Sam Bradford,Oakland Raiders,Jalen Richard,Phillip Lindsay,James White,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Jeff Heuerman
90.2,Blake Bortles,New England Patriots,Jalen Richard,Theo Riddick,Pierre Garcon,Robert Woods,Chris Hogan,Kenny Golladay,Tyler Higbee
90.1,Case Keenum,Detroit Lions,Jalen Richard,Phillip Lindsay,James White,Pierre Garcon,Chris Hogan,Kenny Golladay,Tyler Higbee
90.1,Jared Goff,Jacksonville Jaguars,Jalen Richard,Corey Grant,Pierre Garcon,Cooper Kupp,Robert Woods,Kenny Golladay,Tyler Higbee
90.1,Blake Bortles,Arizona Cardinals,Jalen Richard,Corey Grant,Pierre Garcon,Demaryius Thomas,Kenny Golladay,Austin Seferian-Jenkins,Jared Cook
90.0,Tom Brady,Los Angeles Rams,Jalen Richard,Theo Riddick,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Jeff Heuerman,Tyler Higbee
90.0,Matthew Stafford,Jacksonville Jaguars,Jalen Richard,Phillip Lindsay,Corey Grant,Pierre Garcon,Chris Hogan,Demaryius Thomas,Tyler Higbee
90.0,Blake Bortles,Oakland Raiders,Jalen Richard,Corey Grant,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
89.9,Case Keenum,Jacksonville Jaguars,Jalen Richard,Theo Riddick,Corey Grant,Larry Fitzgerald,Pierre Garcon,Cooper Kupp,Tyler Higbee
89.9,Blake Bortles,New England Patriots,Jalen Richard,Corey Grant,Pierre Garcon,Chris Hogan,Demaryius Thomas,Kenny Golladay,Jeff Heuerman
89.9,Sam Bradford,Oakland Raiders,Theo Riddick,James White,Pierre Garcon,Emmanuel Sanders,Amari Cooper,Jared Cook,Tyler Higbee
89.8,Sam Bradford,San Francisco 49ers,Royce Freeman,Jalen Richard,Phillip Lindsay,Pierre Garcon,Robert Woods,Demaryius Thomas,Tyler Higbee
